,YYYY,DrugCode_0,DrugCode_1,StateCode_0,StateCode_1,StateCode_2,CountyCode_0,CountyCode_1,CountyCode_2,CountyCode_3,CountyCode_4,CountyCode_5,CountyCode_6,CountyCode_7,Target
138,10.0,0,1,0,1,0,0,0,0,0,0,0,0,1,92.5859093553332
139,11.0,0,1,0,1,0,0,0,0,0,0,0,0,1,95.82820964984546
140,12.0,0,1,0,1,0,0,0,0,0,0,0,0,1,99.07050994435772
141,13.0,0,1,0,1,0,0,0,0,0,0,0,0,1,102.31281023887
142,14.0,0,1,0,1,0,0,0,0,0,0,0,0,1,105.55511053338228
143,15.0,0,1,0,1,0,0,0,0,0,0,0,0,1,101.13025479490435
144,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,104.37255508941661
145,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1,107.6148553839289
146,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1,110.85715567844116
147,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1,114.09945597295342
148,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1,117.34175626746568
149,13.0,1,0,0,1,0,0,0,0,0,0,0,0,1,120.58405656197797
150,14.0,1,0,0,1,0,0,0,0,0,0,0,0,1,123.82635685649024
151,15.0,1,0,0,1,0,0,0,0,0,0,0,0,1,84.88998286506958
152,8.0,0,0,0,1,1,0,0,0,0,0,0,0,1,91.37458345409414
153,10.0,0,0,0,1,1,0,0,0,0,0,0,0,1,94.6168837486064
154,11.0,0,0,0,1,1,0,0,0,0,0,0,0,1,97.85918404311866
155,12.0,0,0,0,1,1,0,0,0,0,0,0,0,1,101.10148433763092
156,13.0,0,0,0,1,1,0,0,0,0,0,0,0,1,104.3437846321432
157,14.0,0,0,0,1,1,0,0,0,0,0,0,0,1,107.58608492665547
158,15.0,0,0,0,1,1,0,0,0,0,0,0,0,1,84.88998286506958
159,8.0,0,1,0,1,1,0,0,0,0,0,0,0,1,88.13228315958185
160,9.0,0,1,0,1,1,0,0,0,0,0,0,0,1,91.37458345409414
161,10.0,0,1,0,1,1,0,0,0,0,0,0,0,1,94.6168837486064
162,11.0,0,1,0,1,1,0,0,0,0,0,0,0,1,97.85918404311866
163,12.0,0,1,0,1,1,0,0,0,0,0,0,0,1,101.10148433763092
164,13.0,0,1,0,1,1,0,0,0,0,0,0,0,1,104.3437846321432
165,14.0,0,1,0,1,1,0,0,0,0,0,0,0,1,107.58608492665547
166,15.0,0,1,0,1,1,0,0,0,0,0,0,0,1,103.16122918817754
167,8.0,1,0,0,1,1,0,0,0,0,0,0,0,1,109.6458297772021
168,10.0,1,0,0,1,1,0,0,0,0,0,0,0,1,112.88813007171436
169,11.0,1,0,0,1,1,0,0,0,0,0,0,0,1,116.13043036622662
170,12.0,1,0,0,1,1,0,0,0,0,0,0,0,1,119.37273066073888
171,13.0,1,0,0,1,1,0,0,0,0,0,0,0,1,122.61503095525117
172,14.0,1,0,0,1,1,0,0,0,0,0,0,0,1,125.85733124976343
173,15.0,1,0,0,1,1,0,0,0,0,0,0,0,1,78.92985720237009
174,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,82.17215749688236
175,9.0,0,0,1,0,0,0,0,0,0,0,0,0,1,85.41445779139463
176,10.0,0,0,1,0,0,0,0,0,0,0,0,0,1,88.6567580859069
177,11.0,0,0,1,0,0,0,0,0,0,0,0,0,1,91.89905838041918
178,12.0,0,0,1,0,0,0,0,0,0,0,0,0,1,95.14135867493144
179,13.0,0,0,1,0,0,0,0,0,0,0,0,0,1,98.3836589694437
180,14.0,0,0,1,0,0,0,0,0,0,0,0,0,1,101.62595926395598
181,15.0,0,0,1,0,0,0,0,0,0,0,0,0,1,78.92985720237009
182,8.0,0,1,1,0,0,0,0,0,0,0,0,0,1,82.17215749688236
183,9.0,0,1,1,0,0,0,0,0,0,0,0,0,1,85.41445779139463
184,10.0,0,1,1,0,0,0,0,0,0,0,0,0,1,88.6567580859069
185,11.0,0,1,1,0,0,0,0,0,0,0,0,0,1,91.89905838041918
186,12.0,0,1,1,0,0,0,0,0,0,0,0,0,1,95.14135867493144
187,13.0,0,1,1,0,0,0,0,0,0,0,0,0,1,98.3836589694437
188,14.0,0,1,1,0,0,0,0,0,0,0,0,0,1,101.62595926395598
189,15.0,0,1,1,0,0,0,0,0,0,0,0,0,1,97.20110352547806
190,8.0,1,0,1,0,0,0,0,0,0,0,0,0,1,100.44340381999032
191,9.0,1,0,1,0,0,0,0,0,0,0,0,0,1,103.6857041145026
192,10.0,1,0,1,0,0,0,0,0,0,0,0,0,1,106.92800440901486
193,11.0,1,0,1,0,0,0,0,0,0,0,0,0,1,110.17030470352714
194,12.0,1,0,1,0,0,0,0,0,0,0,0,0,1,113.4126049980394
195,13.0,1,0,1,0,0,0,0,0,0,0,0,0,1,116.65490529255167
196,14.0,1,0,1,0,0,0,0,0,0,0,0,0,1,119.89720558706394
197,15.0,1,0,1,0,0,0,0,0,0,0,0,0,1,80.33055658879131
198,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,83.57285688330359
199,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,90.05745747232812
200,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,96.54205806135266
201,13.0,0,0,0,0,0,0,0,0,0,0,0,1,0,99.78435835586492
202,14.0,0,0,0,0,0,0,0,0,0,0,0,1,0,103.0266586503772
203,15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.33055658879131
204,8.0,0,1,0,0,0,0,0,0,0,0,0,1,0,83.57285688330359
205,9.0,0,1,0,0,0,0,0,0,0,0,0,1,0,86.81515717781585
206,10.0,0,1,0,0,0,0,0,0,0,0,0,1,0,90.05745747232812
207,11.0,0,1,0,0,0,0,0,0,0,0,0,1,0,93.2997577668404
208,12.0,0,1,0,0,0,0,0,0,0,0,0,1,0,96.54205806135266
209,13.0,0,1,0,0,0,0,0,0,0,0,0,1,0,99.78435835586492
210,14.0,0,1,0,0,0,0,0,0,0,0,0,1,0,103.0266586503772
211,15.0,0,1,0,0,0,0,0,0,0,0,0,1,0,105.08640350092382
212,10.0,1,0,0,0,0,0,0,0,0,0,0,1,0,108.32870379543608
213,11.0,1,0,0,0,0,0,0,0,0,0,0,1,0,111.57100408994836
214,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,114.81330438446062
215,13.0,1,0,0,0,0,0,0,0,0,0,0,1,0,118.0556046789729
216,14.0,1,0,0,0,0,0,0,0,0,0,0,1,0,121.29790497348516
217,15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,82.36153098206451
218,8.0,0,0,0,0,1,0,0,0,0,0,0,1,0,85.60383127657678
219,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,88.84613157108905
220,10.0,0,0,0,0,1,0,0,0,0,0,0,1,0,92.08843186560132
221,11.0,0,0,0,0,1,0,0,0,0,0,0,1,0,95.3307321601136
222,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,98.57303245462586
223,13.0,0,0,0,0,1,0,0,0,0,0,0,1,0,101.81533274913812
224,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,105.0576330436504
225,15.0,0,0,0,0,1,0,0,0,0,0,0,1,0,82.36153098206451
226,8.0,0,1,0,0,1,0,0,0,0,0,0,1,0,85.60383127657678
227,9.0,0,1,0,0,1,0,0,0,0,0,0,1,0,88.84613157108905
228,10.0,0,1,0,0,1,0,0,0,0,0,0,1,0,92.08843186560132
229,11.0,0,1,0,0,1,0,0,0,0,0,0,1,0,95.3307321601136
230,12.0,0,1,0,0,1,0,0,0,0,0,0,1,0,98.57303245462586
231,13.0,0,1,0,0,1,0,0,0,0,0,0,1,0,101.81533274913812
232,14.0,0,1,0,0,1,0,0,0,0,0,0,1,0,105.0576330436504
233,15.0,0,1,0,0,1,0,0,0,0,0,0,1,0,100.63277730517248
234,8.0,1,0,0,0,1,0,0,0,0,0,0,1,0,103.87507759968474
235,9.0,1,0,0,0,1,0,0,0,0,0,0,1,0,107.11737789419702
236,10.0,1,0,0,0,1,0,0,0,0,0,0,1,0,110.35967818870928
237,11.0,1,0,0,0,1,0,0,0,0,0,0,1,0,113.60197848322156
238,12.0,1,0,0,0,1,0,0,0,0,0,0,1,0,116.84427877773382
239,13.0,1,0,0,0,1,0,0,0,0,0,0,1,0,120.0865790722461
240,14.0,1,0,0,0,1,0,0,0,0,0,0,1,0,123.32887936675834
241,15.0,1,0,0,0,1,0,0,0,0,0,0,1,0,78.79091193126429
242,8.0,0,0,0,1,0,0,0,0,0,0,0,1,0,82.03321222577657
243,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,85.27551252028883
244,10.0,0,0,0,1,0,0,0,0,0,0,0,1,0,88.5178128148011
245,11.0,0,0,0,1,0,0,0,0,0,0,0,1,0,91.76011310931338
246,12.0,0,0,0,1,0,0,0,0,0,0,0,1,0,95.00241340382564
247,13.0,0,0,0,1,0,0,0,0,0,0,0,1,0,98.2447136983379
248,14.0,0,0,0,1,0,0,0,0,0,0,0,1,0,101.48701399285018
249,15.0,0,0,0,1,0,0,0,0,0,0,0,1,0,78.79091193126429
250,8.0,0,1,0,1,0,0,0,0,0,0,0,1,0,82.03321222577657
251,9.0,0,1,0,1,0,0,0,0,0,0,0,1,0,85.27551252028883
252,10.0,0,1,0,1,0,0,0,0,0,0,0,1,0,88.5178128148011
253,11.0,0,1,0,1,0,0,0,0,0,0,0,1,0,91.76011310931338
254,12.0,0,1,0,1,0,0,0,0,0,0,0,1,0,95.00241340382564
255,13.0,0,1,0,1,0,0,0,0,0,0,0,1,0,98.2447136983379
256,14.0,0,1,0,1,0,0,0,0,0,0,0,1,0,101.48701399285018
257,15.0,0,1,0,1,0,0,0,0,0,0,0,1,0,97.06215825437226
258,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,100.30445854888453
259,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0,103.5467588433968
260,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0,106.78905913790906
261,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0,110.03135943242134
262,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0,113.2736597269336
263,13.0,1,0,0,1,0,0,0,0,0,0,0,1,0,116.51596002144588
264,14.0,1,0,0,1,0,0,0,0,0,0,0,1,0,119.75826031595814
265,15.0,1,0,0,1,0,0,0,0,0,0,0,1,0,80.82188632453749
266,8.0,0,0,0,1,1,0,0,0,0,0,0,1,0,84.06418661904976
267,9.0,0,0,0,1,1,0,0,0,0,0,0,1,0,90.5487872080743
268,11.0,0,0,0,1,1,0,0,0,0,0,0,1,0,93.79108750258658
269,12.0,0,0,0,1,1,0,0,0,0,0,0,1,0,97.03338779709884
270,13.0,0,0,0,1,1,0,0,0,0,0,0,1,0,100.2756880916111
271,14.0,0,0,0,1,1,0,0,0,0,0,0,1,0,103.51798838612338
272,15.0,0,0,0,1,1,0,0,0,0,0,0,1,0,80.82188632453749
273,8.0,0,1,0,1,1,0,0,0,0,0,0,1,0,84.06418661904976
274,9.0,0,1,0,1,1,0,0,0,0,0,0,1,0,87.30648691356204
275,10.0,0,1,0,1,1,0,0,0,0,0,0,1,0,90.5487872080743
276,11.0,0,1,0,1,1,0,0,0,0,0,0,1,0,93.79108750258658
277,12.0,0,1,0,1,1,0,0,0,0,0,0,1,0,97.03338779709884
278,13.0,0,1,0,1,1,0,0,0,0,0,0,1,0,100.2756880916111
279,14.0,0,1,0,1,1,0,0,0,0,0,0,1,0,103.51798838612338
280,15.0,0,1,0,1,1,0,0,0,0,0,0,1,0,102.33543294215772
281,9.0,1,0,0,1,1,0,0,0,0,0,0,1,0,108.82003353118226
282,11.0,1,0,0,1,1,0,0,0,0,0,0,1,0,112.06233382569454
283,12.0,1,0,0,1,1,0,0,0,0,0,0,1,0,115.3046341202068
284,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,118.54693441471908
285,14.0,1,0,0,1,1,0,0,0,0,0,0,1,0,121.78923470923134
286,15.0,1,0,0,1,1,0,0,0,0,0,0,1,0,74.86176066183799
287,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,74.86176066183799
288,8.0,0,1,1,0,0,0,0,0,0,0,0,1,0,78.10406095635027
289,9.0,0,1,1,0,0,0,0,0,0,0,0,1,0,81.34636125086254
290,10.0,0,1,1,0,0,0,0,0,0,0,0,1,0,84.5886615453748
291,11.0,0,1,1,0,0,0,0,0,0,0,0,1,0,87.83096183988708
292,12.0,0,1,1,0,0,0,0,0,0,0,0,1,0,91.07326213439936
293,13.0,0,1,1,0,0,0,0,0,0,0,0,1,0,94.31556242891162
294,14.0,0,1,1,0,0,0,0,0,0,0,0,1,0,97.55786272342388
295,15.0,0,1,1,0,0,0,0,0,0,0,0,1,0,106.10220816299505
296,12.0,1,0,1,0,0,0,0,0,0,0,0,1,0,109.34450845750732
297,13.0,1,0,1,0,0,0,0,0,0,0,0,1,0,112.58680875201958
298,14.0,1,0,1,0,0,0,0,0,0,0,0,1,0,115.82910904653184
299,15.0,1,0,1,0,0,0,0,0,0,0,0,1,0,99.78435835586492
300,14.0,0,0,0,0,0,0,0,0,0,0,0,1,1,80.33055658879131
301,8.0,0,1,0,0,0,0,0,0,0,0,0,1,1,83.57285688330359
302,9.0,0,1,0,0,0,0,0,0,0,0,0,1,1,86.81515717781585
303,10.0,0,1,0,0,0,0,0,0,0,0,0,1,1,90.05745747232812
304,11.0,0,1,0,0,0,0,0,0,0,0,0,1,1,114.81330438446062
305,13.0,1,0,0,0,0,0,0,0,0,0,0,1,1,121.29790497348516
306,15.0,1,0,0,0,0,0,0,0,0,0,0,1,1,82.36153098206451
307,8.0,0,0,0,0,1,0,0,0,0,0,0,1,1,85.60383127657678
308,9.0,0,0,0,0,1,0,0,0,0,0,0,1,1,88.84613157108905
309,10.0,0,0,0,0,1,0,0,0,0,0,0,1,1,92.08843186560132
310,11.0,0,0,0,0,1,0,0,0,0,0,0,1,1,95.3307321601136
311,12.0,0,0,0,0,1,0,0,0,0,0,0,1,1,98.57303245462586
312,13.0,0,0,0,0,1,0,0,0,0,0,0,1,1,101.81533274913812
313,14.0,0,0,0,0,1,0,0,0,0,0,0,1,1,105.0576330436504
314,15.0,0,0,0,0,1,0,0,0,0,0,0,1,1,82.36153098206451
315,8.0,0,1,0,0,1,0,0,0,0,0,0,1,1,85.60383127657678
316,9.0,0,1,0,0,1,0,0,0,0,0,0,1,1,88.84613157108905
317,10.0,0,1,0,0,1,0,0,0,0,0,0,1,1,92.08843186560132
318,11.0,0,1,0,0,1,0,0,0,0,0,0,1,1,95.3307321601136
319,12.0,0,1,0,0,1,0,0,0,0,0,0,1,1,98.57303245462586
320,13.0,0,1,0,0,1,0,0,0,0,0,0,1,1,101.81533274913812
321,14.0,0,1,0,0,1,0,0,0,0,0,0,1,1,105.0576330436504
322,15.0,0,1,0,0,1,0,0,0,0,0,0,1,1,100.63277730517248
323,8.0,1,0,0,0,1,0,0,0,0,0,0,1,1,103.87507759968474
324,9.0,1,0,0,0,1,0,0,0,0,0,0,1,1,107.11737789419702
325,10.0,1,0,0,0,1,0,0,0,0,0,0,1,1,110.35967818870928
326,11.0,1,0,0,0,1,0,0,0,0,0,0,1,1,113.60197848322156
327,12.0,1,0,0,0,1,0,0,0,0,0,0,1,1,116.84427877773382
328,13.0,1,0,0,0,1,0,0,0,0,0,0,1,1,120.0865790722461
329,14.0,1,0,0,0,1,0,0,0,0,0,0,1,1,123.32887936675834
330,15.0,1,0,0,0,1,0,0,0,0,0,0,1,1,78.79091193126429
331,8.0,0,0,0,1,0,0,0,0,0,0,0,1,1,82.03321222577657
332,9.0,0,0,0,1,0,0,0,0,0,0,0,1,1,85.27551252028883
333,10.0,0,0,0,1,0,0,0,0,0,0,0,1,1,88.5178128148011
334,11.0,0,0,0,1,0,0,0,0,0,0,0,1,1,91.76011310931338
335,12.0,0,0,0,1,0,0,0,0,0,0,0,1,1,95.00241340382564
336,13.0,0,0,0,1,0,0,0,0,0,0,0,1,1,98.2447136983379
337,14.0,0,0,0,1,0,0,0,0,0,0,0,1,1,101.48701399285018
338,15.0,0,0,0,1,0,0,0,0,0,0,0,1,1,78.79091193126429
339,8.0,0,1,0,1,0,0,0,0,0,0,0,1,1,82.03321222577657
340,9.0,0,1,0,1,0,0,0,0,0,0,0,1,1,85.27551252028883
341,10.0,0,1,0,1,0,0,0,0,0,0,0,1,1,88.5178128148011
