,YYYY,DrugCode_0,DrugCode_1,StateCode_0,StateCode_1,StateCode_2,CountyCode_0,CountyCode_1,CountyCode_2,CountyCode_3,CountyCode_4,CountyCode_5,CountyCode_6,CountyCode_7,Target
1950,14.0,0,0,1,0,0,0,0,0,1,0,0,1,1,105.83888214348971
1951,15.0,0,0,1,0,0,0,0,0,1,0,0,1,1,83.14278008190381
1952,8.0,0,1,1,0,0,0,0,0,1,0,0,1,1,86.38508037641608
1953,9.0,0,1,1,0,0,0,0,0,1,0,0,1,1,89.62738067092836
1954,10.0,0,1,1,0,0,0,0,0,1,0,0,1,1,92.86968096544064
1955,11.0,0,1,1,0,0,0,0,0,1,0,0,1,1,96.1119812599529
1956,12.0,0,1,1,0,0,0,0,0,1,0,0,1,1,99.35428155446516
1957,13.0,0,1,1,0,0,0,0,0,1,0,0,1,1,102.59658184897744
1958,14.0,0,1,1,0,0,0,0,0,1,0,0,1,1,105.83888214348971
1959,15.0,0,1,1,0,0,0,0,0,1,0,0,1,1,101.41402640501178
1960,8.0,1,0,1,0,0,0,0,0,1,0,0,1,1,104.65632669952404
1961,9.0,1,0,1,0,0,0,0,0,1,0,0,1,1,107.89862699403633
1962,10.0,1,0,1,0,0,0,0,0,1,0,0,1,1,111.1409272885486
1963,11.0,1,0,1,0,0,0,0,0,1,0,0,1,1,114.38322758306086
1964,12.0,1,0,1,0,0,0,0,0,1,0,0,1,1,117.62552787757312
1965,13.0,1,0,1,0,0,0,0,0,1,0,0,1,1,120.86782817208541
1966,14.0,1,0,1,0,0,0,0,0,1,0,0,1,1,124.11012846659767
1967,15.0,1,0,1,0,0,0,0,0,1,0,0,1,1,88.01512925539934
1968,8.0,0,0,0,0,0,0,0,0,1,0,1,0,0,91.25742954991162
1969,9.0,0,0,0,0,0,0,0,0,1,0,1,0,0,94.49972984442388
1970,10.0,0,0,0,0,0,0,0,0,1,0,1,0,0,100.98433043344843
1971,12.0,0,0,0,0,0,0,0,0,1,0,1,0,0,104.2266307279607
1972,13.0,0,0,0,0,0,0,0,0,1,0,1,0,0,107.46893102247296
1973,14.0,0,0,0,0,0,0,0,0,1,0,1,0,0,110.71123131698522
1974,15.0,0,0,0,0,0,0,0,0,1,0,1,0,0,88.01512925539934
1975,8.0,0,1,0,0,0,0,0,0,1,0,1,0,0,91.25742954991162
1976,9.0,0,1,0,0,0,0,0,0,1,0,1,0,0,94.49972984442388
1977,10.0,0,1,0,0,0,0,0,0,1,0,1,0,0,97.74203013893614
1978,11.0,0,1,0,0,0,0,0,0,1,0,1,0,0,100.98433043344843
1979,12.0,0,1,0,0,0,0,0,0,1,0,1,0,0,104.2266307279607
1980,13.0,0,1,0,0,0,0,0,0,1,0,1,0,0,107.46893102247296
1981,14.0,0,1,0,0,0,0,0,0,1,0,1,0,0,110.71123131698522
1982,15.0,0,1,0,0,0,0,0,0,1,0,1,0,0,106.28637557850732
1983,8.0,1,0,0,0,0,0,0,0,1,0,1,0,0,109.52867587301958
1984,9.0,1,0,0,0,0,0,0,0,1,0,1,0,0,112.77097616753184
1985,10.0,1,0,0,0,0,0,0,0,1,0,1,0,0,116.0132764620441
1986,11.0,1,0,0,0,0,0,0,0,1,0,1,0,0,119.2555767565564
1987,12.0,1,0,0,0,0,0,0,0,1,0,1,0,0,122.49787705106866
1988,13.0,1,0,0,0,0,0,0,0,1,0,1,0,0,125.74017734558092
1989,14.0,1,0,0,0,0,0,0,0,1,0,1,0,0,128.98247764009318
1990,15.0,1,0,0,0,0,0,0,0,1,0,1,0,0,90.04610364867254
1991,8.0,0,0,0,0,1,0,0,0,1,0,1,0,0,93.28840394318482
1992,9.0,0,0,0,0,1,0,0,0,1,0,1,0,0,96.53070423769708
1993,10.0,0,0,0,0,1,0,0,0,1,0,1,0,0,99.77300453220934
1994,11.0,0,0,0,0,1,0,0,0,1,0,1,0,0,103.01530482672163
1995,12.0,0,0,0,0,1,0,0,0,1,0,1,0,0,106.2576051212339
1996,13.0,0,0,0,0,1,0,0,0,1,0,1,0,0,109.49990541574616
1997,14.0,0,0,0,0,1,0,0,0,1,0,1,0,0,112.74220571025842
1998,15.0,0,0,0,0,1,0,0,0,1,0,1,0,0,90.04610364867254
1999,8.0,0,1,0,0,1,0,0,0,1,0,1,0,0,93.28840394318482
2000,9.0,0,1,0,0,1,0,0,0,1,0,1,0,0,96.53070423769708
2001,10.0,0,1,0,0,1,0,0,0,1,0,1,0,0,99.77300453220934
2002,11.0,0,1,0,0,1,0,0,0,1,0,1,0,0,103.01530482672163
2003,12.0,0,1,0,0,1,0,0,0,1,0,1,0,0,106.2576051212339
2004,13.0,0,1,0,0,1,0,0,0,1,0,1,0,0,109.49990541574616
2005,14.0,0,1,0,0,1,0,0,0,1,0,1,0,0,112.74220571025842
2006,15.0,0,1,0,0,1,0,0,0,1,0,1,0,0,108.31734997178052
2007,8.0,1,0,0,0,1,0,0,0,1,0,1,0,0,111.55965026629278
2008,9.0,1,0,0,0,1,0,0,0,1,0,1,0,0,114.80195056080504
2009,10.0,1,0,0,0,1,0,0,0,1,0,1,0,0,118.0442508553173
2010,11.0,1,0,0,0,1,0,0,0,1,0,1,0,0,121.28655114982959
2011,12.0,1,0,0,0,1,0,0,0,1,0,1,0,0,124.52885144434185
2012,13.0,1,0,0,0,1,0,0,0,1,0,1,0,0,127.77115173885412
2013,14.0,1,0,0,0,1,0,0,0,1,0,1,0,0,131.01345203336638
2014,15.0,1,0,0,0,1,0,0,0,1,0,1,0,0,86.47548459787232
2015,8.0,0,0,0,1,0,0,0,0,1,0,1,0,0,89.7177848923846
2016,9.0,0,0,0,1,0,0,0,0,1,0,1,0,0,92.96008518689686
2017,10.0,0,0,0,1,0,0,0,0,1,0,1,0,0,99.44468577592141
2018,12.0,0,0,0,1,0,0,0,0,1,0,1,0,0,102.68698607043368
2019,13.0,0,0,0,1,0,0,0,0,1,0,1,0,0,105.92928636494594
2020,14.0,0,0,0,1,0,0,0,0,1,0,1,0,0,109.1715866594582
2021,15.0,0,0,0,1,0,0,0,0,1,0,1,0,0,86.47548459787232
2022,8.0,0,1,0,1,0,0,0,0,1,0,1,0,0,89.7177848923846
2023,9.0,0,1,0,1,0,0,0,0,1,0,1,0,0,92.96008518689686
2024,10.0,0,1,0,1,0,0,0,0,1,0,1,0,0,96.20238548140912
2025,11.0,0,1,0,1,0,0,0,0,1,0,1,0,0,99.44468577592141
2026,12.0,0,1,0,1,0,0,0,0,1,0,1,0,0,102.68698607043368
2027,13.0,0,1,0,1,0,0,0,0,1,0,1,0,0,109.1715866594582
2028,15.0,0,1,0,1,0,0,0,0,1,0,1,0,0,104.7467309209803
2029,8.0,1,0,0,1,0,0,0,0,1,0,1,0,0,107.98903121549256
2030,9.0,1,0,0,1,0,0,0,0,1,0,1,0,0,111.23133151000482
2031,10.0,1,0,0,1,0,0,0,0,1,0,1,0,0,114.47363180451708
2032,11.0,1,0,0,1,0,0,0,0,1,0,1,0,0,117.71593209902937
2033,12.0,1,0,0,1,0,0,0,0,1,0,1,0,0,120.95823239354164
2034,13.0,1,0,0,1,0,0,0,0,1,0,1,0,0,124.2005326880539
2035,14.0,1,0,0,1,0,0,0,0,1,0,1,0,0,127.44283298256616
2036,15.0,1,0,0,1,0,0,0,0,1,0,1,0,0,88.50645899114552
2037,8.0,0,0,0,1,1,0,0,0,1,0,1,0,0,91.7487592856578
2038,9.0,0,0,0,1,1,0,0,0,1,0,1,0,0,94.99105958017006
2039,10.0,0,0,0,1,1,0,0,0,1,0,1,0,0,98.23335987468232
2040,11.0,0,0,0,1,1,0,0,0,1,0,1,0,0,101.47566016919461
2041,12.0,0,0,0,1,1,0,0,0,1,0,1,0,0,104.71796046370687
2042,13.0,0,0,0,1,1,0,0,0,1,0,1,0,0,107.96026075821914
2043,14.0,0,0,0,1,1,0,0,0,1,0,1,0,0,111.2025610527314
2044,15.0,0,0,0,1,1,0,0,0,1,0,1,0,0,88.50645899114552
2045,8.0,0,1,0,1,1,0,0,0,1,0,1,0,0,91.7487592856578
2046,9.0,0,1,0,1,1,0,0,0,1,0,1,0,0,94.99105958017006
2047,10.0,0,1,0,1,1,0,0,0,1,0,1,0,0,98.23335987468232
2048,11.0,0,1,0,1,1,0,0,0,1,0,1,0,0,101.47566016919461
2049,12.0,0,1,0,1,1,0,0,0,1,0,1,0,0,104.71796046370687
2050,13.0,0,1,0,1,1,0,0,0,1,0,1,0,0,107.96026075821914
2051,14.0,0,1,0,1,1,0,0,0,1,0,1,0,0,111.2025610527314
2052,15.0,0,1,0,1,1,0,0,0,1,0,1,0,0,106.7777053142535
2053,8.0,1,0,0,1,1,0,0,0,1,0,1,0,0,110.02000560876576
2054,9.0,1,0,0,1,1,0,0,0,1,0,1,0,0,113.26230590327802
2055,10.0,1,0,0,1,1,0,0,0,1,0,1,0,0,116.50460619779028
2056,11.0,1,0,0,1,1,0,0,0,1,0,1,0,0,119.74690649230257
2057,12.0,1,0,0,1,1,0,0,0,1,0,1,0,0,122.98920678681483
2058,13.0,1,0,0,1,1,0,0,0,1,0,1,0,0,126.2315070813271
2059,14.0,1,0,0,1,1,0,0,0,1,0,1,0,0,129.47380737583936
2060,15.0,1,0,0,1,1,0,0,0,1,0,1,0,0,85.7886336229583
2061,9.0,0,0,1,0,0,0,0,0,1,0,1,0,0,89.03093391747058
2062,10.0,0,0,1,0,0,0,0,0,1,0,1,0,0,95.5155345064951
2063,12.0,0,0,1,0,0,0,0,0,1,0,1,0,0,98.75783480100739
2064,13.0,0,0,1,0,0,0,0,0,1,0,1,0,0,85.7886336229583
2065,9.0,0,1,1,0,0,0,0,0,1,0,1,0,0,89.03093391747058
2066,10.0,0,1,1,0,0,0,0,0,1,0,1,0,0,92.27323421198284
2067,11.0,0,1,1,0,0,0,0,0,1,0,1,0,0,95.5155345064951
2068,12.0,0,1,1,0,0,0,0,0,1,0,1,0,0,98.75783480100739
2069,13.0,0,1,1,0,0,0,0,0,1,0,1,0,0,102.00013509551965
2070,14.0,0,1,1,0,0,0,0,0,1,0,1,0,0,105.24243539003191
2071,15.0,0,1,1,0,0,0,0,0,1,0,1,0,0,104.05987994606627
2072,9.0,1,0,1,0,0,0,0,0,1,0,1,0,0,107.30218024057854
2073,10.0,1,0,1,0,0,0,0,0,1,0,1,0,0,110.5444805350908
2074,11.0,1,0,1,0,0,0,0,0,1,0,1,0,0,113.78678082960309
2075,12.0,1,0,1,0,0,0,0,0,1,0,1,0,0,117.02908112411535
2076,13.0,1,0,1,0,0,0,0,0,1,0,1,0,0,88.01512925539934
2077,8.0,0,0,0,0,0,0,0,0,1,0,1,0,1,91.25742954991162
2078,9.0,0,0,0,0,0,0,0,0,1,0,1,0,1,94.49972984442388
2079,10.0,0,0,0,0,0,0,0,0,1,0,1,0,1,97.74203013893614
2080,11.0,0,0,0,0,0,0,0,0,1,0,1,0,1,100.98433043344843
2081,12.0,0,0,0,0,0,0,0,0,1,0,1,0,1,104.2266307279607
2082,13.0,0,0,0,0,0,0,0,0,1,0,1,0,1,107.46893102247296
2083,14.0,0,0,0,0,0,0,0,0,1,0,1,0,1,110.71123131698522
2084,15.0,0,0,0,0,0,0,0,0,1,0,1,0,1,88.01512925539934
2085,8.0,0,1,0,0,0,0,0,0,1,0,1,0,1,91.25742954991162
2086,9.0,0,1,0,0,0,0,0,0,1,0,1,0,1,94.49972984442388
2087,10.0,0,1,0,0,0,0,0,0,1,0,1,0,1,97.74203013893614
2088,11.0,0,1,0,0,0,0,0,0,1,0,1,0,1,100.98433043344843
2089,12.0,0,1,0,0,0,0,0,0,1,0,1,0,1,104.2266307279607
2090,13.0,0,1,0,0,0,0,0,0,1,0,1,0,1,107.46893102247296
2091,14.0,0,1,0,0,0,0,0,0,1,0,1,0,1,110.71123131698522
2092,15.0,0,1,0,0,0,0,0,0,1,0,1,0,1,106.28637557850732
2093,8.0,1,0,0,0,0,0,0,0,1,0,1,0,1,112.77097616753184
2094,10.0,1,0,0,0,0,0,0,0,1,0,1,0,1,116.0132764620441
2095,11.0,1,0,0,0,0,0,0,0,1,0,1,0,1,119.2555767565564
2096,12.0,1,0,0,0,0,0,0,0,1,0,1,0,1,122.49787705106866
2097,13.0,1,0,0,0,0,0,0,0,1,0,1,0,1,125.74017734558092
2098,14.0,1,0,0,0,0,0,0,0,1,0,1,0,1,128.98247764009318
2099,15.0,1,0,0,0,0,0,0,0,1,0,1,0,1,90.04610364867254
2100,8.0,0,0,0,0,1,0,0,0,1,0,1,0,1,93.28840394318482
2101,9.0,0,0,0,0,1,0,0,0,1,0,1,0,1,96.53070423769708
2102,10.0,0,0,0,0,1,0,0,0,1,0,1,0,1,99.77300453220934
2103,11.0,0,0,0,0,1,0,0,0,1,0,1,0,1,103.01530482672163
2104,12.0,0,0,0,0,1,0,0,0,1,0,1,0,1,106.2576051212339
2105,13.0,0,0,0,0,1,0,0,0,1,0,1,0,1,109.49990541574616
2106,14.0,0,0,0,0,1,0,0,0,1,0,1,0,1,112.74220571025842
2107,15.0,0,0,0,0,1,0,0,0,1,0,1,0,1,90.04610364867254
2108,8.0,0,1,0,0,1,0,0,0,1,0,1,0,1,93.28840394318482
2109,9.0,0,1,0,0,1,0,0,0,1,0,1,0,1,96.53070423769708
2110,10.0,0,1,0,0,1,0,0,0,1,0,1,0,1,99.77300453220934
2111,11.0,0,1,0,0,1,0,0,0,1,0,1,0,1,103.01530482672163
2112,12.0,0,1,0,0,1,0,0,0,1,0,1,0,1,106.2576051212339
2113,13.0,0,1,0,0,1,0,0,0,1,0,1,0,1,109.49990541574616
2114,14.0,0,1,0,0,1,0,0,0,1,0,1,0,1,112.74220571025842
2115,15.0,0,1,0,0,1,0,0,0,1,0,1,0,1,108.31734997178052
2116,8.0,1,0,0,0,1,0,0,0,1,0,1,0,1,111.55965026629278
2117,9.0,1,0,0,0,1,0,0,0,1,0,1,0,1,114.80195056080504
2118,10.0,1,0,0,0,1,0,0,0,1,0,1,0,1,118.0442508553173
2119,11.0,1,0,0,0,1,0,0,0,1,0,1,0,1,121.28655114982959
2120,12.0,1,0,0,0,1,0,0,0,1,0,1,0,1,124.52885144434185
2121,13.0,1,0,0,0,1,0,0,0,1,0,1,0,1,127.77115173885412
2122,14.0,1,0,0,0,1,0,0,0,1,0,1,0,1,131.01345203336638
2123,15.0,1,0,0,0,1,0,0,0,1,0,1,0,1,86.47548459787232
2124,8.0,0,0,0,1,0,0,0,0,1,0,1,0,1,89.7177848923846
2125,9.0,0,0,0,1,0,0,0,0,1,0,1,0,1,92.96008518689686
2126,10.0,0,0,0,1,0,0,0,0,1,0,1,0,1,96.20238548140912
2127,11.0,0,0,0,1,0,0,0,0,1,0,1,0,1,99.44468577592141
2128,12.0,0,0,0,1,0,0,0,0,1,0,1,0,1,102.68698607043368
2129,13.0,0,0,0,1,0,0,0,0,1,0,1,0,1,105.92928636494594
2130,14.0,0,0,0,1,0,0,0,0,1,0,1,0,1,109.1715866594582
2131,15.0,0,0,0,1,0,0,0,0,1,0,1,0,1,86.47548459787232
2132,8.0,0,1,0,1,0,0,0,0,1,0,1,0,1,89.7177848923846
2133,9.0,0,1,0,1,0,0,0,0,1,0,1,0,1,92.96008518689686
2134,10.0,0,1,0,1,0,0,0,0,1,0,1,0,1,96.20238548140912
2135,11.0,0,1,0,1,0,0,0,0,1,0,1,0,1,99.44468577592141
2136,12.0,0,1,0,1,0,0,0,0,1,0,1,0,1,102.68698607043368
2137,13.0,0,1,0,1,0,0,0,0,1,0,1,0,1,105.92928636494594
2138,14.0,0,1,0,1,0,0,0,0,1,0,1,0,1,109.1715866594582
2139,15.0,0,1,0,1,0,0,0,0,1,0,1,0,1,104.7467309209803
2140,8.0,1,0,0,1,0,0,0,0,1,0,1,0,1,107.98903121549256
2141,9.0,1,0,0,1,0,0,0,0,1,0,1,0,1,111.23133151000482
2142,10.0,1,0,0,1,0,0,0,0,1,0,1,0,1,114.47363180451708
2143,11.0,1,0,0,1,0,0,0,0,1,0,1,0,1,117.71593209902937
2144,12.0,1,0,0,1,0,0,0,0,1,0,1,0,1,120.95823239354164
2145,13.0,1,0,0,1,0,0,0,0,1,0,1,0,1,124.2005326880539
2146,14.0,1,0,0,1,0,0,0,0,1,0,1,0,1,127.44283298256616
2147,15.0,1,0,0,1,0,0,0,0,1,0,1,0,1,88.50645899114552
2148,8.0,0,0,0,1,1,0,0,0,1,0,1,0,1,91.7487592856578
2149,9.0,0,0,0,1,1,0,0,0,1,0,1,0,1,98.23335987468232
2150,11.0,0,0,0,1,1,0,0,0,1,0,1,0,1,101.47566016919461
2151,12.0,0,0,0,1,1,0,0,0,1,0,1,0,1,107.96026075821914
2152,14.0,0,0,0,1,1,0,0,0,1,0,1,0,1,111.2025610527314
2153,15.0,0,0,0,1,1,0,0,0,1,0,1,0,1,88.50645899114552
2154,8.0,0,1,0,1,1,0,0,0,1,0,1,0,1,91.7487592856578
2155,9.0,0,1,0,1,1,0,0,0,1,0,1,0,1,94.99105958017006
2156,10.0,0,1,0,1,1,0,0,0,1,0,1,0,1,98.23335987468232
2157,11.0,0,1,0,1,1,0,0,0,1,0,1,0,1,101.47566016919461
2158,12.0,0,1,0,1,1,0,0,0,1,0,1,0,1,104.71796046370687
2159,13.0,0,1,0,1,1,0,0,0,1,0,1,0,1,107.96026075821914
2160,14.0,0,1,0,1,1,0,0,0,1,0,1,0,1,111.2025610527314
2161,15.0,0,1,0,1,1,0,0,0,1,0,1,0,1,106.7777053142535
2162,8.0,1,0,0,1,1,0,0,0,1,0,1,0,1,110.02000560876576
2163,9.0,1,0,0,1,1,0,0,0,1,0,1,0,1,113.26230590327802
2164,10.0,1,0,0,1,1,0,0,0,1,0,1,0,1,116.50460619779028
2165,11.0,1,0,0,1,1,0,0,0,1,0,1,0,1,119.74690649230257
2166,12.0,1,0,0,1,1,0,0,0,1,0,1,0,1,122.98920678681483
2167,13.0,1,0,0,1,1,0,0,0,1,0,1,0,1,126.2315070813271
2168,14.0,1,0,0,1,1,0,0,0,1,0,1,0,1,129.47380737583936
2169,15.0,1,0,0,1,1,0,0,0,1,0,1,0,1,95.5155345064951
2170,12.0,0,1,1,0,0,0,0,0,1,0,1,0,1,83.94703271486725
2171,8.0,0,0,0,0,0,0,0,0,1,0,1,1,0,87.18933300937952
2172,9.0,0,0,0,0,0,0,0,0,1,0,1,1,0,90.4316333038918
2173,10.0,0,0,0,0,0,0,0,0,1,0,1,1,0,93.67393359840406
2174,11.0,0,0,0,0,0,0,0,0,1,0,1,1,0,100.1585341874286
2175,13.0,0,0,0,0,0,0,0,0,1,0,1,1,0,103.40083448194088
2176,14.0,0,0,0,0,0,0,0,0,1,0,1,1,0,83.94703271486725
2177,8.0,0,1,0,0,0,0,0,0,1,0,1,1,0,87.18933300937952
2178,9.0,0,1,0,0,0,0,0,0,1,0,1,1,0,90.4316333038918
2179,10.0,0,1,0,0,0,0,0,0,1,0,1,1,0,93.67393359840406
2180,11.0,0,1,0,0,0,0,0,0,1,0,1,1,0,96.91623389291634
2181,12.0,0,1,0,0,0,0,0,0,1,0,1,1,0,100.1585341874286
2182,13.0,0,1,0,0,0,0,0,0,1,0,1,1,0,103.40083448194088
2183,14.0,0,1,0,0,0,0,0,0,1,0,1,1,0,106.64313477645314
2184,15.0,0,1,0,0,0,0,0,0,1,0,1,1,0,105.46057933248748
2185,9.0,1,0,0,0,0,0,0,0,1,0,1,1,0,121.67208080504884
2186,14.0,1,0,0,0,0,0,0,0,1,0,1,1,0,85.97800710814045
2187,8.0,0,0,0,0,1,0,0,0,1,0,1,1,0,89.22030740265272
2188,9.0,0,0,0,0,1,0,0,0,1,0,1,1,0,92.462607697165
2189,10.0,0,0,0,0,1,0,0,0,1,0,1,1,0,95.70490799167726
2190,11.0,0,0,0,0,1,0,0,0,1,0,1,1,0,98.94720828618954
2191,12.0,0,0,0,0,1,0,0,0,1,0,1,1,0,102.1895085807018
2192,13.0,0,0,0,0,1,0,0,0,1,0,1,1,0,105.43180887521407
2193,14.0,0,0,0,0,1,0,0,0,1,0,1,1,0,108.67410916972634
2194,15.0,0,0,0,0,1,0,0,0,1,0,1,1,0,85.97800710814045
2195,8.0,0,1,0,0,1,0,0,0,1,0,1,1,0,89.22030740265272
2196,9.0,0,1,0,0,1,0,0,0,1,0,1,1,0,92.462607697165
2197,10.0,0,1,0,0,1,0,0,0,1,0,1,1,0,95.70490799167726
2198,11.0,0,1,0,0,1,0,0,0,1,0,1,1,0,98.94720828618954
2199,12.0,0,1,0,0,1,0,0,0,1,0,1,1,0,102.1895085807018
2200,13.0,0,1,0,0,1,0,0,0,1,0,1,1,0,105.43180887521407
2201,14.0,0,1,0,0,1,0,0,0,1,0,1,1,0,108.67410916972634
2202,15.0,0,1,0,0,1,0,0,0,1,0,1,1,0,104.24925343124842
2203,8.0,1,0,0,0,1,0,0,0,1,0,1,1,0,107.49155372576068
2204,9.0,1,0,0,0,1,0,0,0,1,0,1,1,0,110.73385402027296
2205,10.0,1,0,0,0,1,0,0,0,1,0,1,1,0,113.97615431478522
2206,11.0,1,0,0,0,1,0,0,0,1,0,1,1,0,117.2184546092975
2207,12.0,1,0,0,0,1,0,0,0,1,0,1,1,0,120.46075490380976
2208,13.0,1,0,0,0,1,0,0,0,1,0,1,1,0,123.70305519832203
2209,14.0,1,0,0,0,1,0,0,0,1,0,1,1,0,126.9453554928343
2210,15.0,1,0,0,0,1,0,0,0,1,0,1,1,0,82.40738805734023
2211,8.0,0,0,0,1,0,0,0,0,1,0,1,1,0,85.6496883518525
2212,9.0,0,0,0,1,0,0,0,0,1,0,1,1,0,88.89198864636478
2213,10.0,0,0,0,1,0,0,0,0,1,0,1,1,0,92.13428894087704
2214,11.0,0,0,0,1,0,0,0,0,1,0,1,1,0,95.37658923538932
2215,12.0,0,0,0,1,0,0,0,0,1,0,1,1,0,98.61888952990158
2216,13.0,0,0,0,1,0,0,0,0,1,0,1,1,0,101.86118982441386
2217,14.0,0,0,0,1,0,0,0,0,1,0,1,1,0,105.10349011892612
2218,15.0,0,0,0,1,0,0,0,0,1,0,1,1,0,82.40738805734023
2219,8.0,0,1,0,1,0,0,0,0,1,0,1,1,0,85.6496883518525
2220,9.0,0,1,0,1,0,0,0,0,1,0,1,1,0,88.89198864636478
2221,10.0,0,1,0,1,0,0,0,0,1,0,1,1,0,92.13428894087704
2222,11.0,0,1,0,1,0,0,0,0,1,0,1,1,0,95.37658923538932
2223,12.0,0,1,0,1,0,0,0,0,1,0,1,1,0,98.61888952990158
2224,13.0,0,1,0,1,0,0,0,0,1,0,1,1,0,101.86118982441386
2225,14.0,0,1,0,1,0,0,0,0,1,0,1,1,0,105.10349011892612
2226,15.0,0,1,0,1,0,0,0,0,1,0,1,1,0,100.6786343804482
2227,8.0,1,0,0,1,0,0,0,0,1,0,1,1,0,103.92093467496046
2228,9.0,1,0,0,1,0,0,0,0,1,0,1,1,0,107.16323496947274
2229,10.0,1,0,0,1,0,0,0,0,1,0,1,1,0,110.405535263985
2230,11.0,1,0,0,1,0,0,0,0,1,0,1,1,0,113.64783555849728
2231,12.0,1,0,0,1,0,0,0,0,1,0,1,1,0,116.89013585300954
2232,13.0,1,0,0,1,0,0,0,0,1,0,1,1,0,120.13243614752182
2233,14.0,1,0,0,1,0,0,0,0,1,0,1,1,0,123.37473644203408
2234,15.0,1,0,0,1,0,0,0,0,1,0,1,1,0,84.43836245061343
2235,8.0,0,0,0,1,1,0,0,0,1,0,1,1,0,87.6806627451257
2236,9.0,0,0,0,1,1,0,0,0,1,0,1,1,0,97.40756362866252
2237,12.0,0,0,0,1,1,0,0,0,1,0,1,1,0,107.13446451219932
2238,15.0,0,0,0,1,1,0,0,0,1,0,1,1,0,84.43836245061343
2239,8.0,0,1,0,1,1,0,0,0,1,0,1,1,0,87.6806627451257
2240,9.0,0,1,0,1,1,0,0,0,1,0,1,1,0,90.92296303963798
2241,10.0,0,1,0,1,1,0,0,0,1,0,1,1,0,94.16526333415024
2242,11.0,0,1,0,1,1,0,0,0,1,0,1,1,0,97.40756362866252
2243,12.0,0,1,0,1,1,0,0,0,1,0,1,1,0,100.64986392317478
2244,13.0,0,1,0,1,1,0,0,0,1,0,1,1,0,103.89216421768705
2245,14.0,0,1,0,1,1,0,0,0,1,0,1,1,0,107.13446451219932
2246,15.0,0,1,0,1,1,0,0,0,1,0,1,1,0,102.7096087737214
2247,8.0,1,0,0,1,1,0,0,0,1,0,1,1,0,112.4365096572582
2248,11.0,1,0,0,1,1,0,0,0,1,0,1,1,0,115.67880995177048
2249,12.0,1,0,0,1,1,0,0,0,1,0,1,1,0,125.40571083530727
2250,15.0,1,0,0,1,1,0,0,0,1,0,1,1,0,78.47823678791394
2251,8.0,0,0,1,0,0,0,0,0,1,0,1,1,0,84.96283737693848
2252,10.0,0,0,1,0,0,0,0,0,1,0,1,1,0,88.20513767145076
2253,11.0,0,0,1,0,0,0,0,0,1,0,1,1,0,91.44743796596302
2254,12.0,0,0,1,0,0,0,0,0,1,0,1,1,0,97.93203855498756
2255,14.0,0,0,1,0,0,0,0,0,1,0,1,1,0,101.17433884949983
2256,15.0,0,0,1,0,0,0,0,0,1,0,1,1,0,78.47823678791394
2257,8.0,0,1,1,0,0,0,0,0,1,0,1,1,0,81.7205370824262
2258,9.0,0,1,1,0,0,0,0,0,1,0,1,1,0,84.96283737693848
2259,10.0,0,1,1,0,0,0,0,0,1,0,1,1,0,88.20513767145076
2260,11.0,0,1,1,0,0,0,0,0,1,0,1,1,0,91.44743796596302
2261,12.0,0,1,1,0,0,0,0,0,1,0,1,1,0,94.6897382604753
2262,13.0,0,1,1,0,0,0,0,0,1,0,1,1,0,97.93203855498756
2263,14.0,0,1,1,0,0,0,0,0,1,0,1,1,0,101.17433884949983
2264,15.0,0,1,1,0,0,0,0,0,1,0,1,1,0,103.23408370004645
2265,10.0,1,0,1,0,0,0,0,0,1,0,1,1,0,106.47638399455872
2266,11.0,1,0,1,0,0,0,0,0,1,0,1,1,0,109.71868428907099
2267,12.0,1,0,1,0,0,0,0,0,1,0,1,1,0,112.96098458358325
2268,13.0,1,0,1,0,0,0,0,0,1,0,1,1,0,116.20328487809553
2269,14.0,1,0,1,0,0,0,0,0,1,0,1,1,0,119.44558517260779
2270,15.0,1,0,1,0,0,0,0,0,1,0,1,1,0,83.94703271486725
2271,8.0,0,0,0,0,0,0,0,0,1,0,1,1,1,96.91623389291634
2272,12.0,0,0,0,0,0,0,0,0,1,0,1,1,1,103.40083448194088
2273,14.0,0,0,0,0,0,0,0,0,1,0,1,1,1,83.94703271486725
2274,8.0,0,1,0,0,0,0,0,0,1,0,1,1,1,87.18933300937952
2275,9.0,0,1,0,0,0,0,0,0,1,0,1,1,1,90.4316333038918
2276,10.0,0,1,0,0,0,0,0,0,1,0,1,1,1,93.67393359840406
2277,11.0,0,1,0,0,0,0,0,0,1,0,1,1,1,96.91623389291634
2278,12.0,0,1,0,0,0,0,0,0,1,0,1,1,1,100.1585341874286
2279,13.0,0,1,0,0,0,0,0,0,1,0,1,1,1,103.40083448194088
2280,14.0,0,1,0,0,0,0,0,0,1,0,1,1,1,106.64313477645314
2281,15.0,0,1,0,0,0,0,0,0,1,0,1,1,1,105.46057933248748
2282,9.0,1,0,0,0,0,0,0,0,1,0,1,1,1,108.70287962699976
2283,10.0,1,0,0,0,0,0,0,0,1,0,1,1,1,111.94517992151202
2284,11.0,1,0,0,0,0,0,0,0,1,0,1,1,1,115.1874802160243
2285,12.0,1,0,0,0,0,0,0,0,1,0,1,1,1,118.42978051053656
2286,13.0,1,0,0,0,0,0,0,0,1,0,1,1,1,121.67208080504884
2287,14.0,1,0,0,0,0,0,0,0,1,0,1,1,1,124.9143810995611
