,0,1,2,3,target
263,0,21,97,2020,3.0
264,0,21,97,2021,3.0
265,0,21,97,2022,4.2
266,0,21,97,2023,4.2
267,0,21,97,2024,16.1
268,0,21,97,2025,16.1
269,0,21,99,2019,5.6
270,0,21,99,2020,4.9
271,0,21,99,2022,13.8
272,0,21,101,2019,20.9
273,0,21,101,2023,30.1
274,0,21,101,2024,11.0
275,0,21,101,2025,11.0
276,0,21,103,2020,8.5
277,0,21,103,2023,24.6
278,0,21,103,2024,3.2
279,0,21,103,2025,3.2
280,0,21,107,2018,2.9
281,0,21,107,2019,3.0
282,0,21,107,2020,2.7
283,0,21,107,2021,2.7
284,0,21,107,2023,15.5
285,0,21,107,2025,10.7
286,0,21,109,2018,9.4
287,0,21,109,2019,9.4
288,0,21,109,2022,9.5
289,0,21,109,2023,9.5
290,0,21,109,2024,9.7
291,0,21,109,2025,9.7
292,0,21,111,2018,79.6
293,0,21,111,2019,75.6
294,0,21,111,2020,56.9
295,0,21,111,2021,56.9
296,0,21,111,2022,54.6
297,0,21,111,2023,54.6
298,0,21,111,2024,51.0
299,0,21,111,2025,51.0
300,0,21,113,2018,25.2
301,0,21,113,2019,25.2
302,0,21,113,2020,8.4
303,0,21,113,2021,8.4
304,0,21,113,2022,10.2
305,0,21,113,2023,10.2
306,0,21,113,2024,8.8
307,0,21,113,2025,8.8
308,0,21,115,2018,7.9
309,0,21,115,2019,7.9
310,0,21,115,2020,14.1
311,0,21,115,2022,22.5
312,0,21,115,2023,22.5
313,0,21,115,2024,1.5
314,0,21,115,2025,1.5
315,0,21,117,2018,18.8
316,0,21,117,2019,15.0
317,0,21,117,2020,8.4
318,0,21,117,2021,8.4
319,0,21,117,2022,34.0
320,0,21,117,2023,34.0
321,0,21,117,2024,34.9
322,0,21,117,2025,34.9
323,0,21,119,2018,6.6
324,0,21,119,2019,7.4
325,0,21,119,2020,6.2
326,0,21,119,2021,6.2
327,0,21,119,2022,2.5
328,0,21,119,2024,14.3
329,0,21,119,2025,14.3
330,0,21,121,2018,7.0
331,0,21,121,2019,7.0
332,0,21,121,2020,4.0
333,0,21,121,2021,4.0
334,0,21,121,2022,13.0
335,0,21,121,2023,13.0
336,0,21,121,2025,4.0
337,0,21,123,2018,3.4
338,0,21,123,2019,3.6
339,0,21,125,2018,10.6
340,0,21,125,2019,10.6
341,0,21,125,2020,11.2
342,0,21,125,2021,11.2
343,0,21,125,2022,23.9
344,0,21,125,2023,23.9
345,0,21,125,2024,15.7
346,0,21,125,2025,15.7
347,0,21,127,2018,2.4
348,0,21,127,2019,2.5
349,0,21,127,2021,1.6
350,0,21,127,2025,27.0
351,0,21,129,2018,6.5
352,0,21,129,2019,6.5
353,0,21,129,2020,5.9
354,0,21,129,2021,5.9
355,0,21,129,2022,4.1
356,0,21,129,2023,4.1
357,0,21,129,2025,8.6
358,0,21,131,2018,3.3
359,0,21,131,2019,3.3
360,0,21,131,2020,3.0
361,0,21,131,2021,3.0
362,0,21,131,2022,10.5
363,0,21,131,2023,10.5
364,0,21,131,2024,6.7
365,0,21,131,2025,6.7
366,0,21,133,2018,2.2
367,0,21,133,2019,2.2
368,0,21,133,2020,2.4
369,0,21,133,2021,2.4
370,0,21,133,2022,8.4
371,0,21,133,2023,8.4
372,0,21,133,2024,20.4
373,0,21,133,2025,20.4
374,0,21,135,2018,3.2
375,0,21,135,2019,3.2
376,0,21,135,2024,10.9
377,0,21,135,2025,10.9
378,0,21,137,2018,2.8
379,0,21,137,2019,2.0
380,0,21,137,2020,1.9
381,0,21,137,2021,1.9
382,0,21,137,2022,3.6
383,0,21,137,2023,3.6
384,0,21,137,2024,1.7
385,0,21,137,2025,1.7
386,0,21,139,2018,4.7
387,0,21,139,2021,1.2
388,0,21,139,2022,1.4
389,0,21,139,2023,1.4
390,0,21,139,2024,9.2
391,0,21,141,2018,1.6
392,0,21,141,2019,1.6
393,0,21,141,2020,2.8
394,0,21,141,2022,3.0
395,0,21,141,2023,3.0
396,0,21,141,2024,14.7
397,0,21,143,2020,1.1
398,0,21,143,2021,1.1
399,0,21,143,2022,2.4
400,0,21,145,2018,5.7
401,0,21,145,2019,5.7
402,0,21,145,2020,5.5
403,0,21,145,2021,5.5
404,0,21,145,2022,7.8
405,0,21,145,2023,7.8
406,0,21,145,2024,4.2
407,0,21,145,2025,4.2
408,0,21,147,2018,2.1
409,0,21,147,2021,2.0
410,0,21,147,2022,3.4
411,0,21,151,2018,12.5
412,0,21,151,2019,12.5
413,0,21,151,2020,10.2
414,0,21,151,2021,10.2
415,0,21,151,2022,27.5
416,0,21,151,2023,27.5
417,0,21,151,2024,29.9
418,0,21,151,2025,29.9
419,0,21,153,2018,3.3
420,0,21,153,2019,3.3
421,0,21,153,2021,3.3
422,0,21,153,2023,20.9
423,0,21,153,2025,5.8
424,0,21,155,2018,2.2
425,0,21,155,2019,2.1
426,0,21,155,2020,2.9
427,0,21,155,2021,2.9
428,0,21,155,2022,3.3
429,0,21,155,2023,3.3
430,0,21,155,2024,8.4
431,0,21,155,2025,8.4
432,0,21,157,2019,3.1
433,0,21,157,2020,1.4
434,0,21,157,2021,1.4
435,0,21,157,2022,2.2
436,0,21,157,2025,11.8
437,0,21,159,2021,1.7
438,0,21,159,2023,7.1
439,0,21,159,2024,11.5
440,0,21,159,2025,11.5
441,0,21,161,2018,2.0
442,0,21,161,2019,2.0
443,0,21,161,2020,1.6
444,0,21,161,2021,1.6
445,0,21,161,2022,5.2
446,0,21,161,2023,5.2
447,0,21,161,2024,2.5
448,0,21,161,2025,2.5
449,0,21,163,2018,3.1
450,0,21,163,2020,3.3
451,0,21,163,2021,3.2
452,0,21,163,2022,1.0
453,0,21,163,2023,1.0
454,0,21,163,2024,3.1
455,0,21,163,2025,3.1
456,0,21,165,2018,3.2
457,0,21,165,2021,1.4
458,0,21,165,2025,12.3
459,0,21,167,2018,2.8
460,0,21,167,2019,2.8
461,0,21,167,2020,2.1
462,0,21,167,2022,3.8
463,0,21,167,2023,3.8
464,0,21,167,2024,12.8
465,0,21,167,2025,12.8
466,0,21,169,2018,3.3
467,0,21,171,2018,6.8
468,0,21,171,2025,13.7
469,0,21,173,2018,8.0
470,0,21,173,2019,8.0
471,0,21,173,2020,6.5
472,0,21,173,2021,6.5
473,0,21,173,2022,10.6
474,0,21,173,2023,10.6
475,0,21,173,2024,6.2
476,0,21,173,2025,6.2
477,0,21,175,2018,2.9
478,0,21,175,2019,2.9
479,0,21,175,2020,3.0
480,0,21,175,2025,11.4
481,0,21,177,2018,7.6
482,0,21,177,2019,7.4
483,0,21,177,2020,5.1
484,0,21,177,2021,4.6
485,0,21,177,2022,5.1
486,0,21,177,2023,5.1
487,0,21,177,2024,13.5
488,0,21,179,2018,3.6
489,0,21,179,2019,3.0
490,0,21,179,2020,3.0
491,0,21,179,2021,3.0
492,0,21,179,2022,3.2
493,0,21,179,2024,4.5
494,0,21,179,2025,4.5
495,0,21,181,2018,7.9
496,0,21,181,2019,8.3
497,0,21,181,2022,2.7
498,0,21,181,2023,2.7
499,0,21,181,2024,9.4
500,0,21,181,2025,9.4
501,0,21,183,2020,4.7
502,0,21,183,2021,4.7
503,0,21,183,2023,11.6
504,0,21,183,2024,2.2
505,0,21,183,2025,2.2
506,0,21,185,2018,1.2
507,0,21,185,2019,1.1
508,0,21,185,2020,1.1
509,0,21,185,2021,1.1
510,0,21,185,2022,7.2
511,0,21,185,2023,7.2
512,0,21,185,2024,1.8
513,0,21,185,2025,1.8
514,0,21,187,2018,4.2
515,0,21,187,2022,5.5
516,0,21,187,2023,5.5
517,0,21,187,2024,2.4
518,0,21,187,2025,2.4
519,0,21,189,2018,6.9
520,0,21,189,2019,5.6
521,0,21,189,2020,2.8
522,0,21,189,2021,2.8
523,0,21,191,2018,2.6
524,0,21,191,2019,3.0
525,0,21,191,2020,3.8
526,0,21,191,2021,3.8
527,0,21,191,2023,10.0
528,0,21,191,2025,3.2
529,0,21,193,2018,57.1
530,0,21,193,2019,51.4
531,0,21,193,2020,37.3
532,0,21,193,2021,37.3
533,0,21,193,2022,17.0
534,0,21,193,2023,17.0
535,0,21,193,2024,12.9
536,0,21,193,2025,12.9
537,0,21,195,2018,5.8
538,0,21,195,2019,5.2
539,0,21,195,2020,5.8
540,0,21,195,2021,5.8
541,0,21,195,2022,4.6
542,0,21,195,2023,4.6
543,0,21,195,2024,1.7
544,0,21,195,2025,1.7
545,0,21,197,2018,8.4
546,0,21,197,2019,8.8
547,0,21,197,2020,7.5
548,0,21,197,2021,7.6
549,0,21,197,2022,7.6
550,0,21,197,2023,7.6
551,0,21,197,2024,6.4
552,0,21,197,2025,6.4
553,0,21,199,2018,3.4
554,0,21,199,2020,1.9
555,0,21,199,2021,1.9
556,0,21,199,2022,5.1
557,0,21,199,2023,5.1
558,0,21,199,2024,7.5
559,0,21,199,2025,7.5
560,0,21,201,2018,2.0
561,0,21,201,2020,3.9
562,0,21,201,2023,8.3
563,0,21,203,2018,5.8
564,0,21,203,2019,5.8
565,0,21,203,2020,1.5
566,0,21,203,2021,1.5
567,0,21,203,2022,6.5
568,0,21,203,2023,6.5
569,0,21,203,2024,4.2
570,0,21,203,2025,4.2
571,0,21,205,2018,4.6
572,0,21,205,2019,4.6
573,0,21,205,2020,3.1
574,0,21,205,2021,3.1
575,0,21,205,2023,10.7
576,0,21,205,2024,6.1
577,0,21,205,2025,6.1
578,0,21,207,2018,1.9
579,0,21,207,2020,2.1
580,0,21,207,2025,3.1
581,0,21,209,2018,2.2
582,0,21,209,2020,2.0
583,0,21,209,2021,2.0
584,0,21,209,2022,3.4
585,0,21,209,2023,3.4
586,0,21,209,2024,9.1
587,0,21,209,2025,9.1
588,0,21,211,2018,2.5
589,0,21,211,2020,1.5
590,0,21,211,2021,1.5
591,0,21,211,2022,3.0
592,0,21,211,2023,3.0
593,0,21,211,2024,2.9
594,0,21,211,2025,2.9
595,0,21,213,2019,1.4
596,0,21,213,2020,1.8
597,0,21,213,2021,1.8
598,0,21,213,2022,1.2
599,0,21,213,2023,1.2
600,0,21,213,2024,4.7
601,0,21,215,2018,4.6
602,0,21,215,2021,2.7
603,0,21,215,2023,10.6
604,0,21,215,2024,6.0
605,0,21,217,2018,1.9
606,0,21,217,2019,1.9
607,0,21,217,2020,2.1
608,0,21,217,2022,6.0
609,0,21,217,2023,6.0
610,0,21,217,2024,3.5
611,0,21,217,2025,3.5
612,0,21,219,2019,3.6
613,0,21,221,2018,1.7
614,0,21,221,2020,1.8
615,0,21,221,2022,3.8
616,0,21,223,2021,1.8
617,0,21,223,2022,3.5
618,0,21,223,2024,2.9
619,0,21,223,2025,2.9
620,0,21,225,2024,9.8
621,0,21,227,2018,9.7
622,0,21,227,2019,9.7
623,0,21,227,2020,4.7
624,0,21,227,2021,4.7
625,0,21,227,2022,3.2
626,0,21,227,2023,3.2
627,0,21,227,2024,3.1
628,0,21,227,2025,3.1
629,0,21,229,2018,1.5
630,0,21,231,2018,5.3
631,0,21,231,2019,5.3
632,0,21,231,2020,5.1
633,0,21,231,2022,1.9
634,0,21,231,2023,1.9
635,0,21,231,2024,2.4
636,0,21,231,2025,2.4
637,0,21,233,2018,1.0
638,0,21,233,2020,1.0
639,0,21,233,2021,1.0
640,0,21,233,2022,2.5
641,0,21,233,2023,2.5
642,0,21,233,2024,1.0
643,0,21,235,2018,6.0
644,0,21,235,2019,6.2
645,0,21,235,2020,7.2
646,0,21,235,2021,7.2
647,0,21,235,2022,4.0
648,0,21,235,2023,4.0
649,0,21,235,2024,3.6
650,0,21,235,2025,3.6
651,0,21,237,2018,1.7
652,0,21,237,2019,1.7
653,0,21,237,2020,2.4
654,0,21,237,2021,2.4
655,0,21,237,2023,5.5
656,0,21,237,2025,3.6
657,0,21,239,2019,2.9
658,0,21,239,2020,2.4
659,0,21,239,2021,2.4
660,0,21,239,2022,3.7
661,0,21,239,2023,3.7
662,0,21,239,2024,2.1
663,0,21,239,2025,2.1
664,0,39,1,2018,3.5
665,0,39,1,2019,3.5
666,0,39,1,2020,5.0
667,0,39,1,2021,5.0
668,0,39,1,2022,7.7
669,0,39,1,2023,7.7
670,0,39,1,2024,29.4
671,0,39,1,2025,29.4
672,0,39,3,2018,4.8
673,0,39,3,2019,4.8
674,0,39,3,2020,7.5
675,0,39,3,2021,7.5
676,0,39,3,2022,7.0
677,0,39,3,2023,7.0
678,0,39,3,2024,31.7
679,0,39,3,2025,31.7
680,0,39,5,2018,5.4
681,0,39,5,2019,5.4
682,0,39,5,2020,7.5
683,0,39,5,2021,7.5
684,0,39,5,2022,11.7
685,0,39,5,2023,11.7
686,0,39,5,2024,12.7
687,0,39,5,2025,12.7
688,0,39,7,2018,3.0
689,0,39,7,2019,3.0
690,0,39,7,2020,6.9
691,0,39,7,2021,6.9
692,0,39,7,2022,10.0
693,0,39,7,2023,10.0
694,0,39,7,2024,27.0
695,0,39,7,2025,27.0
696,0,39,9,2018,2.9
697,0,39,9,2019,2.9
698,0,39,9,2020,3.3
699,0,39,9,2021,3.3
700,0,39,9,2022,5.3
701,0,39,9,2023,5.3
702,0,39,9,2024,10.5
703,0,39,9,2025,10.5
704,0,39,11,2018,3.3
705,0,39,11,2019,3.3
706,0,39,11,2021,2.0
707,0,39,11,2022,4.2
708,0,39,11,2023,4.2
709,0,39,11,2024,19.6
710,0,39,11,2025,19.6
711,0,39,13,2018,3.0
712,0,39,13,2019,3.0
713,0,39,13,2020,5.3
714,0,39,13,2022,5.4
715,0,39,13,2023,5.4
716,0,39,13,2024,18.3
717,0,39,13,2025,18.3
718,0,39,15,2018,3.4
719,0,39,15,2019,3.4
720,0,39,15,2020,4.3
721,0,39,15,2021,4.3
722,0,39,15,2022,6.6
723,0,39,15,2023,6.6
724,0,39,15,2024,29.4
725,0,39,15,2025,29.4
726,0,39,17,2018,19.4
727,0,39,17,2019,19.4
728,0,39,17,2020,18.4
729,0,39,17,2021,18.4
730,0,39,17,2022,59.1
731,0,39,17,2023,59.1
732,0,39,17,2024,109.7
733,0,39,17,2025,109.7
734,0,39,19,2018,2.2
735,0,39,19,2020,4.7
736,0,39,19,2021,4.7
737,0,39,19,2024,66.2
738,0,39,19,2025,66.2
739,0,39,21,2018,1.5
740,0,39,21,2020,4.9
741,0,39,21,2022,19.9
742,0,39,21,2023,19.9
743,0,39,21,2024,75.9
744,0,39,21,2025,75.9
745,0,39,23,2022,4.6
746,0,39,23,2023,4.6
747,0,39,23,2024,41.2
748,0,39,23,2025,41.2
749,0,39,25,2018,10.7
750,0,39,25,2019,10.1
751,0,39,25,2020,10.5
752,0,39,25,2021,10.5
753,0,39,25,2022,32.1
754,0,39,25,2023,32.1
755,0,39,25,2024,64.6
756,0,39,25,2025,64.6
757,0,39,27,2018,4.9
758,0,39,27,2019,4.9
759,0,39,27,2020,4.2
760,0,39,27,2021,4.2
761,0,39,27,2022,16.5
762,0,39,27,2023,16.5
763,0,39,27,2024,31.6
764,0,39,27,2025,31.6
765,0,39,29,2018,1.8
766,0,39,29,2019,1.8
767,0,39,29,2020,3.0
768,0,39,29,2021,3.0
769,0,39,29,2022,27.1
770,0,39,29,2023,27.1
771,0,39,29,2024,189.8
772,0,39,29,2025,189.8
773,0,39,31,2018,4.7
774,0,39,31,2019,4.7
775,0,39,31,2020,1.7
776,0,39,31,2021,1.7
777,0,39,31,2023,12.3
778,0,39,31,2024,168.3
779,0,39,31,2025,168.3
780,0,39,33,2018,8.1
781,0,39,33,2019,7.4
782,0,39,33,2020,4.1
783,0,39,33,2021,4.1
784,0,39,33,2022,29.6
785,0,39,33,2023,29.6
786,0,39,33,2024,120.3
787,0,39,33,2025,120.3
788,0,39,35,2018,22.6
789,0,39,35,2019,24.6
790,0,39,35,2020,31.5
791,0,39,35,2021,31.5
792,0,39,35,2022,115.7
793,0,39,35,2023,115.7
794,0,39,35,2024,379.7
795,0,39,35,2025,379.7
796,0,39,37,2018,1.9
797,0,39,37,2019,1.9
798,0,39,37,2020,3.4
799,0,39,37,2021,3.4
800,0,39,37,2022,12.9
801,0,39,37,2023,12.9
802,0,39,37,2024,183.8
803,0,39,37,2025,183.8
804,0,39,39,2018,2.2
805,0,39,39,2019,2.0
806,0,39,39,2020,3.7
807,0,39,39,2021,3.7
808,0,39,39,2022,14.9
809,0,39,39,2023,14.9
810,0,39,39,2024,112.6
811,0,39,39,2025,112.6
812,0,39,41,2018,8.5
813,0,39,41,2019,8.1
814,0,39,41,2020,4.9
815,0,39,41,2021,4.9
816,0,39,41,2022,12.6
817,0,39,41,2023,12.6
818,0,39,41,2024,177.8
819,0,39,41,2025,177.8
820,0,39,43,2018,12.1
821,0,39,43,2019,12.1
822,0,39,43,2020,9.4
823,0,39,43,2021,9.4
824,0,39,43,2022,16.5
825,0,39,43,2023,16.5
826,0,39,43,2024,81.3
827,0,39,43,2025,81.3
828,0,39,45,2018,9.0
829,0,39,45,2019,9.5
830,0,39,45,2020,13.4
831,0,39,45,2021,13.4
832,0,39,45,2022,68.6
833,0,39,45,2023,68.6
834,0,39,45,2024,341.2
835,0,39,45,2025,341.2
836,0,39,47,2019,2.7
837,0,39,47,2020,3.9
838,0,39,47,2022,18.7
839,0,39,47,2023,18.7
840,0,39,47,2024,37.3
841,0,39,47,2025,37.3
842,0,39,49,2018,32.2
843,0,39,49,2019,42.4
844,0,39,49,2020,52.0
845,0,39,49,2021,52.0
846,0,39,49,2022,60.5
847,0,39,49,2023,60.5
848,0,39,49,2024,131.5
849,0,39,49,2025,131.5
850,0,39,51,2018,4.1
851,0,39,51,2019,4.2
852,0,39,51,2020,8.3
853,0,39,51,2021,8.3
854,0,39,51,2022,49.0
855,0,39,51,2023,49.0
856,0,39,51,2024,23.5
857,0,39,51,2025,23.5
858,0,39,53,2018,1.6
859,0,39,53,2019,1.3
860,0,39,53,2020,1.9
861,0,39,53,2021,1.9
862,0,39,53,2022,35.4
863,0,39,53,2023,35.4
864,0,39,53,2024,177.4
865,0,39,53,2025,177.4
866,0,39,55,2018,4.1
867,0,39,55,2022,5.5
868,0,39,55,2023,5.5
869,0,39,55,2024,22.3
870,0,39,55,2025,22.3
871,0,39,57,2018,6.2
872,0,39,57,2019,6.2
873,0,39,57,2020,10.9
874,0,39,57,2021,10.9
875,0,39,57,2022,67.2
876,0,39,57,2023,67.2
877,0,39,57,2024,214.4
878,0,39,57,2025,214.4
879,0,39,59,2018,2.4
880,0,39,59,2020,3.3
881,0,39,59,2021,3.3
882,0,39,59,2022,9.7
883,0,39,59,2023,9.7
884,0,39,59,2024,21.6
885,0,39,59,2025,21.6
886,0,39,61,2018,47.6
887,0,39,61,2019,45.4
888,0,39,61,2020,41.6
889,0,39,61,2021,41.6
890,0,39,61,2022,219.0
891,0,39,61,2023,219.0
892,0,39,61,2024,972.5
893,0,39,61,2025,972.5
894,0,39,63,2018,2.2
895,0,39,63,2019,2.2
896,0,39,63,2020,2.9
897,0,39,63,2021,2.9
898,0,39,63,2022,9.6
899,0,39,63,2023,9.6
900,0,39,63,2024,203.3
901,0,39,63,2025,203.3
902,0,39,65,2018,2.9
903,0,39,65,2019,2.8
904,0,39,65,2020,3.5
905,0,39,65,2022,7.6
906,0,39,65,2023,7.6
907,0,39,65,2024,23.3
908,0,39,65,2025,23.3
909,0,39,67,2024,27.8
910,0,39,67,2025,27.8
911,0,39,69,2019,7.4
912,0,39,69,2020,8.6
913,0,39,69,2023,13.7
914,0,39,69,2024,30.0
915,0,39,71,2018,4.7
916,0,39,71,2019,4.7
917,0,39,71,2020,2.8
918,0,39,71,2021,2.8
919,0,39,71,2022,29.7
920,0,39,71,2023,29.7
921,0,39,71,2024,24.2
922,0,39,71,2025,24.2
923,0,39,73,2021,1.1
924,0,39,73,2022,3.4
925,0,39,73,2023,3.4
926,0,39,73,2024,6.7
927,0,39,73,2025,6.7
928,0,39,75,2018,2.4
929,0,39,75,2019,2.4
930,0,39,75,2020,2.9
