,target,0,1,2,3,4,5,6,7,8,9
0,4.023809523809524,4.249999999999999,19.73333333333333,8.008333333333335,2.8833333333333337,3.8916666666666666,2.65,3.6666666666666665,8.878333333333334,4.091666666666667,5.275
1,4.023809523809524,4.249999999999999,19.73333333333333,8.008333333333335,2.8833333333333337,3.8916666666666666,2.65,3.6666666666666665,8.878333333333334,4.091666666666667,5.275
2,8.658333333333335,8.641666666666666,19.65,7.183333333333333,8.041666666666666,8.92,30.025,10.821666666666667,9.3,10.958333333333332,10.683333333333334
3,8.658333333333335,8.641666666666666,19.65,7.183333333333333,8.041666666666666,8.92,30.025,10.821666666666667,9.3,10.958333333333332,10.683333333333334
4,14.245,8.266666666666666,8.717857142857143,12.475,7.966666666666667,7.743333333333334,7.8966666666666665,12.003333333333332,11.942499999999999,10.511904761904763,10.31
5,14.245,8.266666666666666,8.717857142857143,12.475,7.966666666666667,7.743333333333334,7.8966666666666665,12.003333333333332,11.942499999999999,10.511904761904763,10.31
6,14.245,8.266666666666666,8.717857142857143,12.475,7.966666666666667,7.743333333333334,7.8966666666666665,12.003333333333332,11.942499999999999,10.511904761904763,10.31
7,15.513333333333332,13.541666666666666,14.833333333333334,11.6,14.0,11.2,14.806666666666667,10.291666666666668,11.133333333333335,21.966666666666665,12.766666666666666
8,15.513333333333332,13.541666666666666,14.833333333333334,11.6,14.0,11.2,14.806666666666667,10.291666666666668,11.133333333333335,21.966666666666665,12.766666666666666
9,46.54857142857143,42.86,54.05,41.86,30.175,55.325,25.29,31.595,36.44166666666667,31.919999999999998,36.864285714285714
10,46.54857142857143,42.86,54.05,41.86,30.175,55.325,25.29,31.595,36.44166666666667,31.919999999999998,36.864285714285714
11,15.214285714285714,11.426666666666666,18.5,17.45,17.3,12.059999999999999,18.65,18.775,14.7,21.313333333333333,12.558333333333334
12,15.214285714285714,11.426666666666666,18.5,17.45,17.3,12.059999999999999,18.65,18.775,14.7,21.313333333333333,12.558333333333334
13,12.2,19.15,14.7,15.125,21.65,15.0,10.5,15.257142857142856,14.764285714285714,16.3,18.48
14,12.2,19.15,14.7,15.125,21.65,15.0,10.5,15.257142857142856,14.764285714285714,16.3,18.48
15,20.633333333333333,20.249999999999996,16.707142857142856,19.133333333333333,18.9,18.026666666666664,19.128571428571426,16.616666666666667,18.15,22.950000000000003,10.616666666666665
16,20.633333333333333,20.249999999999996,16.707142857142856,19.133333333333333,18.9,18.026666666666664,19.128571428571426,16.616666666666667,18.15,22.950000000000003,10.616666666666665
17,7.825,7.416666666666666,11.929761904761905,12.133333333333333,9.708333333333332,10.124285714285715,17.4,7.841666666666667,7.578333333333333,9.816666666666666,6.543333333333334
18,7.825,7.416666666666666,11.929761904761905,12.133333333333333,9.708333333333332,10.124285714285715,17.4,7.841666666666667,7.578333333333333,9.816666666666666,6.543333333333334
19,7.825,7.416666666666666,11.929761904761905,12.133333333333333,9.708333333333332,10.124285714285715,17.4,7.841666666666667,7.578333333333333,9.816666666666666,6.543333333333334
20,5.6375,4.381666666666666,5.892857142857142,10.745000000000001,7.165000000000001,7.718333333333334,7.340000000000001,6.609999999999999,5.236666666666666,4.9833333333333325,6.415000000000001
21,5.6375,4.381666666666666,5.892857142857142,10.745000000000001,7.165000000000001,7.718333333333334,7.340000000000001,6.609999999999999,5.236666666666666,4.9833333333333325,6.415000000000001
22,5.6375,4.381666666666666,5.892857142857142,10.745000000000001,7.165000000000001,7.718333333333334,7.340000000000001,6.609999999999999,5.236666666666666,4.9833333333333325,6.415000000000001
23,7.875,7.703333333333333,6.995,12.133333333333335,14.911666666666667,4.625,8.37952380952381,7.246666666666667,14.321666666666664,7.391666666666666,8.641666666666666
24,7.875,7.703333333333333,6.995,12.133333333333335,14.911666666666667,4.625,8.37952380952381,7.246666666666667,14.321666666666664,7.391666666666666,8.641666666666666
25,7.875,7.703333333333333,6.995,12.133333333333335,14.911666666666667,4.625,8.37952380952381,7.246666666666667,14.321666666666664,7.391666666666666,8.641666666666666
26,3.0,2.6666666666666665,1.7,3.5333333333333328,1.7,1.1666666666666665,1.0,2.45,1.4666666666666666,1.25,3.15
27,27.816666666666663,36.53333333333333,30.98,45.81666666666666,31.54,32.733333333333334,24.653333333333332,32.01904761904762,24.693333333333335,24.68,39.16666666666667
28,27.816666666666663,36.53333333333333,30.98,45.81666666666666,31.54,32.733333333333334,24.653333333333332,32.01904761904762,24.693333333333335,24.68,39.16666666666667
29,43.92285714285714,14.65,22.156666666666666,23.686666666666667,47.425,31.366666666666664,39.32380952380952,26.93571428571429,30.830357142857146,35.6,30.55
30,43.92285714285714,14.65,22.156666666666666,23.686666666666667,47.425,31.366666666666664,39.32380952380952,26.93571428571429,30.830357142857146,35.6,30.55
31,43.92285714285714,14.65,22.156666666666666,23.686666666666667,47.425,31.366666666666664,39.32380952380952,26.93571428571429,30.830357142857146,35.6,30.55
32,39.105555555555554,53.06666666666666,22.6,25.15,49.91666666666667,35.49333333333333,45.19285714285714,34.69,38.1,29.08571428571429,29.3
33,39.105555555555554,53.06666666666666,22.6,25.15,49.91666666666667,35.49333333333333,45.19285714285714,34.69,38.1,29.08571428571429,29.3
34,26.05,13.013333333333332,30.785000000000004,10.753333333333334,26.505000000000003,26.350227272727274,17.47,29.731666666666662,29.057142857142857,26.36428571428571,22.167857142857137
35,26.05,13.013333333333332,30.785000000000004,10.753333333333334,26.505000000000003,26.350227272727274,17.47,29.731666666666662,29.057142857142857,26.36428571428571,22.167857142857137
36,26.05,13.013333333333332,30.785000000000004,10.753333333333334,26.505000000000003,26.350227272727274,17.47,29.731666666666662,29.057142857142857,26.36428571428571,22.167857142857137
37,26.65833333333334,24.576666666666668,30.733333333333338,33.99333333333334,19.866666666666667,22.8,28.543333333333333,28.46666666666667,28.3,22.5,20.6
38,26.65833333333334,24.576666666666668,30.733333333333338,33.99333333333334,19.866666666666667,22.8,28.543333333333333,28.46666666666667,28.3,22.5,20.6
39,12.453333333333335,29.613333333333333,28.670000000000005,17.44,11.316666666666666,18.05888888888889,16.66714285714286,17.59,15.853333333333333,24.43333333333333,18.1
40,12.453333333333335,29.613333333333333,28.670000000000005,17.44,11.316666666666666,18.05888888888889,16.66714285714286,17.59,15.853333333333333,24.43333333333333,18.1
41,12.453333333333335,29.613333333333333,28.670000000000005,17.44,11.316666666666666,18.05888888888889,16.66714285714286,17.59,15.853333333333333,24.43333333333333,18.1
42,45.11666666666667,19.166666666666664,24.75,32.45,63.516666666666666,25.3,31.666666666666668,19.53333333333333,12.533333333333335,36.0,29.166666666666668
43,45.11666666666667,19.166666666666664,24.75,32.45,63.516666666666666,25.3,31.666666666666668,19.53333333333333,12.533333333333335,36.0,29.166666666666668
44,32.516666666666666,27.375,36.3,42.32166666666667,35.15833333333333,28.45,33.13333333333333,32.21666666666667,37.64,35.958333333333336,29.633333333333336
45,32.516666666666666,27.375,36.3,42.32166666666667,35.15833333333333,28.45,33.13333333333333,32.21666666666667,37.64,35.958333333333336,29.633333333333336
46,11.85,14.575,20.3125,21.4,19.275,12.1,17.625,24.15,14.067857142857145,17.675,16.866666666666667
47,11.85,14.575,20.3125,21.4,19.275,12.1,17.625,24.15,14.067857142857145,17.675,16.866666666666667
48,11.85,14.575,20.3125,21.4,19.275,12.1,17.625,24.15,14.067857142857145,17.675,16.866666666666667
49,16.82,25.0,23.55,16.9,12.129999999999999,23.35,29.23333333333333,28.6,25.425,8.133333333333333,21.5
50,16.82,25.0,23.55,16.9,12.129999999999999,23.35,29.23333333333333,28.6,25.425,8.133333333333333,21.5
51,28.116666666666667,32.18,28.84642857142857,16.246666666666666,24.726666666666667,30.221666666666664,25.645000000000003,27.126666666666665,33.635000000000005,22.992857142857144,19.876111111111108
52,28.116666666666667,32.18,28.84642857142857,16.246666666666666,24.726666666666667,30.221666666666664,25.645000000000003,27.126666666666665,33.635000000000005,22.992857142857144,19.876111111111108
53,28.116666666666667,32.18,28.84642857142857,16.246666666666666,24.726666666666667,30.221666666666664,25.645000000000003,27.126666666666665,33.635000000000005,22.992857142857144,19.876111111111108
